book_id;ISBN;title;pages;cover;book_genre;thumbnail;publisher;published_year;description;state
4135;9,78E+12;Easy Riders Raging Bulls;512;h;Performing Arts;http://books.google.com/books/content?id=codQ42093roC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_F;1999;Examines the impact upon Hollywood of the generation of filmmakers from the 1960s to the 1980s;1
4136;9,78E+12;To Have and Have Not;176;h;Fiction;;Publisher_G;1999;"To Have and Have Not is the dramatic, brutal story of Harry Morgan, an honest boat owner who is forced into running contraband between Cuba and Key West as a means of keeping his crumbling family financially afloat. His adventures lead him into the world of the wealthy and dissipated yachtsmen who swarm the region, and involve him in a strange and unlikely love affair. In this harshly realistic, yet oddly tender and wise novel, Hemingway perceptively delineates the personal struggles of both the ""haves"" and the ""have nots"" and creates one of the most subtle and moving portraits of a love affair in his oeuvre. In turn funny and tragic, lively and poetic, remarkable in its emotional impact, To Have and Have Not takes literary high adventure to a new level. As the Times Literary Supplement observed, ""Hemingway's gift for dialogue, for effective understatement, and for communicating such emotions the tough allow themselves, has never been more conspicuous.""";1
4137;9,78E+12;No Heroes;272;s;Biography & Autobiography;http://books.google.com/books/content?id=fE3tUcY6yRgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_A;2003;The author of The Same River Twice recalls his painful but ultimately revealing attempt to return home to the rural hills of Kentucky to give back to his hometown community and to record the personal story of his parents-in-law, Holocaust survivors who had emigrated from Poland in 1946. Reprint.;1
4138;9,78E+12;Jukebox Queen Of Malta;368;h;Fiction;http://books.google.com/books/content?id=Q03_6aP44JoC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;2000;The Jukebox Queen of Malta is an exquisite and enchanting novel of love and war set on an island perilously balanced between what is real and what is not. It's 1942 and Rocco Raven, an intrepid auto mechanic turned corporal from Brooklyn, has arrived in Malta, a Mediterranean island of Neolithic caves, Copper Age temples, and fortresses. The island is under siege, full of smoke and rubble, caught in the magnesium glare of German and Italian bombs. But nothing is as it seems on Malta. Rocco's living quarters are a brothel, his commanding officer has a genius for turning the war's misfortunes into personal profit, and the Maltese people, astonishingly, testify to the resiliency of the human spirit. When Rocco meets the beautiful and ethereal Melita, who delivers the jukeboxes her cousin builds out of shattered debris, they are drawn to each other by an immediate passion. And, it is their full-blown affair that at once liberates and imprisons Rocco on the island. In this mesmerizing novel;1
4139;9,78E+12;Yesterday I Cried;304;s;Self-Help;http://books.google.com/books/content?id=imTTXGVtdUEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;2000;The National Bestseller What is the lesson in abuse, neglect, abandonment, rejection? What is the lesson when you lose someone you really love? Just what are the lessons of life's hard times? Bestselling author Iyanla Vanzant has had an amazing and difficult life -- one of great challenges that unmasked her wonderful gifts and led to wisdom gained. In this simple book, she uses her own personal experiences to show how life's hardships can be re-languaged and revisioned to become lessons that teach us as we grow, heal, and learn to love. The pain of the past does not have to be today's reality. Iyanla Vanzant is an example of how yesterday's tears become the seeds of today's hope, renewal, and strength.;1
4140;9,78E+12;Of Time and the River;896;s;Fiction;http://books.google.com/books/content?id=6G16-JUIP5YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_D;1999;Leaving his Southern home for Harvard University, New York City, and then, Europe, Eugen Gant explores his manhood and his American identity, falling in love with a beautiful stage designer along the way.;1
4141;9,78E+12;Picture This;352;h;Fiction;http://books.google.com/books/content?id=0NGb6oS3DIcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_A;2000;"Conjured back to life by Rembrandt's famous ""Aristotle Contemplating the Bust of Homer,"" Aristotle surveys history and profiles historical personalities, ultimately concluding that not much has changed in 2,500 years";2
4142;9,78E+12;The Mutineer;752;h;Biography & Autobiography;http://books.google.com/books/content?id=AXL7PAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;2014;The third and final collection of literary legend Hunter S. Thompson's previously unpublished letters bears witness to his final years (1976-2005).;3
4143;9,78E+12;Hey Rube;272;s;Literary Collections;http://books.google.com/books/content?id=TkhXPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;2005;"Sports, politics, and sex collide in Hunter S. Thompson’s wildly popular ESPN.com columns. From the author of Fear and Loathing in Las Vegas and father of “Gonzo” journalism comes Hey Rube. Insightful, incendiary, outrageously brilliant, such was the man who galvanized American journalism with his radical ideas and gonzo tactics. For over half a century, Hunter S. Thompson devastated his readers with his acerbic wit and uncanny grasp of politics and history. His reign as ""The Unabomber of contemporary letters"" (Time) is more legendary than ever with Hey Rube. Fear, greed, and action abound in this hilarious, thought-provoking compilation as Thompson doles out searing indictments and uproarious rants while providing commentary on politics, sex, and sports—at times all in the same column. With an enlightening foreword by ESPN executive editor John Walsh, critics' favorites, and never-before-published columns, Hey Rube follows Thompson through the beginning of the new century, revealing h";1
4144;9,78E+12;Screwjack;64;h;Fiction;http://books.google.com/books/content?id=ncxfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;2000;"Hunter S. Thompson's legions of fans have waited a decade for this book. They will not be disappointed. His notorious Screwjack is as salacious, unsettling, and brutally lyrical as it has been rumored to be since the private printing in 1991 of three hundred fine collectors' copies and twenty-six leather-bound presentation copies. Only the first of the three pieces included here -- ""Mescalito,"" published in Thompson's 1990 collection Songs of the Doomed -- has been available to the public, making the trade edition of Screwjack a major publishing event. ""We live in a jungle of pending disasters,"" Thompson warns in ""Mescalito,"" a chronicle of his first mescaline experience and what it sparked in him while he was alone in an L.A. hotel room in February 1969 -- including a bout of paranoia that would have made most people just scream no, once and for all. But for Thompson, along with the downside came a burst of creativity too powerful to ignore. The result is a poetic, perceptive, and wil";1
4145;9,78E+12;Exclusion and Embrace;306;h;Religion;http://books.google.com/books/content?id=Cqto7sVhTS8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_B;1996;"Life at the end of the twentieth century presents us with a disturbing reality. Otherness, the simple fact of being different in some way, has come to be defined as in and of itself evil. Miroslav Volf contends that if the healing word of the gospel is to be heard today, Christian theology must find ways of speaking that address the hatred of the other. Reaching back to the New Testament metaphor of salvation as reconciliation, Volf proposes the idea of embrace as a theological response to the problem of exclusion. Increasingly we see that exclusion has become the primary sin, skewing our perceptions of reality and causing us to react out of fear and anger to all those who are not within our (ever-narrowing) circle. In light of this, Christians must learn that salvation comes, not only as we are reconciled to God, and not only as we ""learn to live with one another,"" but as we take the dangerous and costly step of opening ourselves to the other, of enfolding him or her in the same embra";1
4146;9,78E+12;The Merlin Trilogy;928;h;Fiction;http://books.google.com/books/content?id=oVI0VKDbhZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;1980;The Arthurian legend is one of the most enduring and powerful of myths, and Mary Stewart's classic The Merlin Trilogy is one of its most beloved and acclaimed retellings. In prose that is as vividly, achingly real as it is poetic, New York Times bestselling author Mary Stewart brings to life the man behind the myth: Myrddin Emrys ... Merlinus Ambrosius ... Merlin. The Crystal Cave The Hollow Hills The Last Enchantment Born the bastard son of a Welsh princess, Myrddin Emrys -- or, as he would later be known, Merlin -- leads a perilous childhood in The Crystal Cave, haunted by portents and visions. But destiny has great plans for this no-man's-son, taking him from prophesying before the High King Vortigern to the crowning of UtherPendragon ... and the conception of Arthur -- king for once and always. Keeping watch over the young Arthur Pendragon in The Hollow Hills, the prince and prophet Merlin Ambrosius is haunted by dreams of the magical sword Caliburn, hidden for centuries. When Uthe;1
4147;9,78E+12;Karate is a Thing of the Spirit;218;h;Fiction;;Publisher_I;1983;;1
4148;9,78E+12;Leadership and the One Minute Manager;111;h;Business & Economics;http://books.google.com/books/content?id=a_k3uwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;1999;"In clear, simple terms Leadership and the One Minute Manager® teaches managers the art of Situational Leadership®--a simple system that refutes the conventional management mandate of treating all employees equally. Here, you'll learn why tailoring management styles to individual employees is so important, why knowing when to delegate, support, or direct is critical, how to identify the leadership style suited to a particular person, and how consistent use of the One Minute techniques will produce better management and enhanced motivation on all levels. This remarkable, easy-to-follow book is a priceless guide to creative, personalized leadership that elicits the best performance from your staff--and the best bottom line for any business. If your management motto is ""everyone should be treated equally,"" Leadership and the One Minute Manager. will show you why this style not only hinders workplace efficiency, but also frustrates your staff. In clear, simple terms, Ken Blanchard, co-autho";1
4149;9,78E+12;Zen and the Art of Motorcycle Maintenance;412;s;Essentialism (Philosophy);http://books.google.com/books/content?id=jOGwxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;1984;The novel, published in 1974, uses a long motorcycle trip to frame a prolonged exploration of the world of ideas, about life and how best to live it. It references perspectives from Western and Eastern Civilizations as it explores the central question of the how to pursue technology so that human life is enriched rather than degraded. Narrated in the first person, it incorporates a parallel presentation of trip details and an ongoing retrospective concerning dramatic events from the Narrator's past, creating rich symbolism and including numerous analogies reinforcing the overall theme of coming to terms with the mysteries of why we exist and how best to live.;1
4150;9,78E+12;A Short History of World War II;416;h;History;http://books.google.com/books/content?id=uDBhlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;1980;Despite the numerous books on World War II, until now there has been no one-volume survey that was both objective and comprehensive. Previous volumes have usually been written from an exclusively British or American point of view, or have ignored the important causes and consequences of the War. A Short History of World War II is essentially a military history, but it reaches from the peace settlements of World War I to the drastically altered postwar world of the late 1940's. Lucidly written and eminently readable, it is factual and accurate enough to satisfy professional historians. A Short History of World War II will appeal equally to the general reader, the veteran who fought in the War, and the student interested in understanding the contemporary political world.;1
4151;9,78E+12;Worlds enough and time;332;s;Fiction;http://books.google.com/books/content?id=6HMhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;1992;In the last volume of the parable of Earth's destruction and humanity's doomed flight from it, Mariane O'Hara frantically records the lives of her family and contemporaries when most of the earth's history and literature is wiped out from computer banks.;1
4152;9,78E+12;The first man in Rome;896;h;Fiction;http://books.google.com/books/content?id=kMRmPpDKdUgC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;1990;A story tracing the creation of Republican Rome presents those who founded an empire, including Marius and Sulla, each determined to become the First Man of Rome;1
4153;9,78E+12;Ten Days to Self-Esteem;336;h;Self-Help;http://books.google.com/books/content?id=vvPNyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;1999;Do you wake up dreading the day? Do you feel ciscouraged with what you've accomplished in life? Do you want greater self-esteem, productivity, and joy in daily living? If so, you will benefit from this revolutionary way of brightening your moods without drugs or lengthy therapy. All you need is your own common sense and the easy-to-follow methods revealed in this book by one of the country's foremost authorities on mood and personal relationship problems. In Ten Days to Self-esteem, Dr. David Burns presents innovative, clear, and compassionate methods that will help you identify the causes of your mood slumps and develop a more positive outlook on life. You will learn that You feel the way you think: Negative feelings like guilt, anger, and depression do not result from the bad things that happen to you, but from the way you think about these events. This simple but revolutionary idea can change your life! You can change the way you feel: You will discover why you get depressed and lea;1
4154;9,78E+12;Korean Short History;280;h;History;http://books.google.com/books/content?id=2R2FlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;1990;"As pungent and concise as his short histories of both world wars, Stokesbury's survey of ""the half war"" takes a broad view and seems to leave nothing out but the details. The first third covers the North Korean invasion of June 1950, the Pusan perimeter crisis, MacArthur's master stroke at Inchon and the intervention by Chinese forces that November. At this point, other popular histories of the war reach the three-quarter mark, ending often with a cursory summary of the comparatively undramatic three-and-a-half years required to bring the war to its ambiguous conclusion on July 27, 1953. Stokesbury renders the latter period as interesting as the operational fireworks of the first six months: the Truman-MacArthur controversy, the political limitations on U.S. air power, the need for the Americans to fight the war as cheaply as possible, due to NATO commitments, the prolonged negotiations at Panmunjom over the prisoner-exchange issue, and the effect of the war on the home front. Whether ";1
4155;9,78E+12;Trapped in T Mirror;272;h;Family & Relationships;http://books.google.com/books/content?id=40J1X4UypE4C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;1995;In this compelling book, Elan Golomb identifies the crux of the emotional and psychological problems of millions of adults. Simply put, the children of narcissist -- offspring of parents whose interest always towered above the most basic needs of their sons and daughters -- share a common belief: They believe they do not have the right to exist. The difficulties experienced by adult children of narcissists can manifest themselves in many ways: for examples, physical self-loathing that takes form of overeating, anorexia, or bulimia, a self-destructive streak that causes poor job performance and rocky personal relationships, or a struggle with the self that is perpetuated in the adult's interaction with his or her own children. These dilemmas are both common and correctable, Dr. Golomb tells us. With an empathic blend of scholarship and case studies, along with her own personal narrative of her fight for self, Dr. Golomb plumbs the depths of this problem, revealing its mysterious hold on;1
4156;9,78E+12;Julius, the Baby of the World;32;s;Juvenile Fiction;http://books.google.com/books/content?id=Tm0QqnrL-MIC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;1995;"The riotously funny Lilly, last seen in Chester's Way (Greenwillow), thinks her new baby brother, Julius, is disgusting -- if he was a number, he would be zero. But when Cousin Garland dares to criticize Julius, Lilly bullies her into loudly admiring Julius as the baby of the world.Lilly knows her baby brother is nothing but dreadful -- until she claims him for her own. ""Henkes displays a deep understanding of sibling rivalry and a child's fragile self-esteem....Lilly is a superb and timely heroine."" -- Publishers Weekly. """;1
4157;9,78E+12;The Twelve Dancing Princesses;40;h;Juvenile Fiction;http://books.google.com/books/content?id=03BIrNldt1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;1998;For generations, children have loved the enchanting story of the twelve beautiful princesses and the handsome young lad who solves the mystery of their tattered shoes. Now Marianna Mayer brings to life all the splendor and romance of this beloved classic, from the dazzling forests Of silver, gold, and diamonds to a twilight palace where the bewitched princesses dance to hypnotic music. And award-winning artist Kinuko Craft add, her own magic: a visual feast of exquisite, jewel-like paintings that sweep across the pages. Together, Mayer and Craft have created an unforgettable world that readers of all ages will want to return to again and again.;1
4158;9,78E+12;Love Poems;96;h;Poetry;http://books.google.com/books/content?id=rY3IlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;1997;"In a career that has spanned more than a quarter century, Nikki Giovanni has earned the reputation as one of America's most celebrated and contoversial writers.Now, she presents a stunning collection of love poems that includes more than twenty new works. From the revolutionary ""Seduction"" to the tender new poem, ""Just a Simple Declaration of Love,"" from the whimsical ""I Wrote a Good Omelet"" to the elegiac ""All Eyez on U,"" written for Tupac Shakur, these poems embody the fearless passion and spirited wit for which Nikki Giovanni is beloved and revered. Romantic, bold, and erotic, Love Poems expresses notions of love in ways that are delightfully unexpected. Articulating in sensuous verse what we know only instinctively, Nikki Giovanni once again confirms her place as one of our nations's most distinguished poets and powerful truth-tellers. In a career that has spanned more than a quarter century, starting with her explosive early years in the Black Rights Movement, Nikki Giovanni has e";2
4159;9,78E+12;Behind a Mask;281;h;Fiction;http://books.google.com/books/content?id=Hi0dRWdAhq0C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;1997;"Six years before she wrote Little Women, Louisa May Alcott, in financial straits, entered ""Pauline's Passion and Punishment,"" a novelette, in a newspaper contest. Not only did it win the $100 prize, but, published anonymously, it marked the first in the series of ""blood & thunder tales"" that would be her livelihood for years. In Behind a Mask, editor Madeleine Stern introduces four Alcott thrillers: ""Pauline's Passion and Punishment,"" ""The Mysterious Key,"" ""The Abbot's Ghost,"" and the title story, ""Behind a Mask."" First published in one volume in 1975, they are regarded as Alcott's finest work in this genre.";1
4160;9,78E+12;NYC Ballet Workout;208;h;Health & Fitness;http://books.google.com/books/content?id=eB47sy06bEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_G;1997;New York City Ballet Workout is a revolutionary fitness program that will help you begin to develop lean abs, firm buttocks, a contoured waist, sculpted legs, slim thighs, strong arms, perfect posture, flexbility you never thought possible--and grace and poice of a dancer. More than three hundred stunning step-by-step and other photographs throughout make this the most beautiful and easy-to-use exercise book ever created.This elegant book is unlike any exercise book ever published. Graced with more than 300 instructional exercise photographs and extraordinary duotone portraits of New York City Ballet dancers, The New York City Ballet Workout explores the company's philosophy of balancing art, life, and fitness. By combining elements of New York City Ballet's balletic regimen with practical strength-building exercises, The New York City Ballet Workout can help people achieve a strong, graceful, and flexible body--one that displays the impeccable poise that is the trademark of New York C;1
4161;9,78E+12;Kevin Trudeau's Mega Memory;368;h;Self-Help;http://books.google.com/books/content?id=nI4pXULkI6UC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;1997;"Do you think you have a ""bad memory""? Impossible, says Kevin Trudeau, the world's foremost authority on memory improvement training. There are no bad memories, only untrained memories. In order to release our natural memory, Trudeau says, we just need to learn to retrieve what we already know. As founder of the American Memory Institute, Kevin Trudeau has already helped more than one million people do just that. Each Mega Memory lesson in this book takes no more than thirty minutes per day and uses pictures, rather than the laborious word-association techniques of other memory systems, to activate our inborn memory. With this easy-to-follow system, you'll be able to instantly remember names, phone numbers, addresses, financial data, speeches, and schoolwork. Even better, Trudeau's system ensures instant recall and long-term Mega Memory. All you need is the desire to unleash your Mega Memory, and you can reap all these incredible rewards! Labeled with a learning disability at an early a";2
4162;9,78E+12;Chester's Way;32;s;Juvenile Fiction;http://books.google.com/books/content?id=FFUb6SyP8dEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;1997;Chester and Wilson had their own way of doing things, and they did everything together. When they cut their sandwiches, it was always diagonally. When they rode their bikes, they always used hand signals. If Chester was hungry, Wilson was too. They were two of a kind, and that's the way it was - until indomitable Lilly, who had her own way of doing things, moved into the neighborhood.;1
4163;9,78E+12;The Purpose of Your Life;320;s;Body, Mind & Spirit;http://books.google.com/books/content?id=J_DExV9GGmAC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;1999;The co-author of The Celestine Prophecy Experiential Guide helps readers uncover the unsuspected, untapped power of synchronicity and intuition that will bring success, satisfaction, and serenity. Everyone really has a purpose in life, says Carol Adrienne in her new guide to harnessing the power inside yourself. The question is: How do you learn to go with the flow and let your true nature guide you? Chapter by chapter, The Purpose of Your Life explains how to locate the source of your innate energy and focus it, how to align yourself with the natural forces that swirl around us always, and how to develop the intuition that fosters synchronicity. The book is packed with illuminating anecdotes and profiles of fascinating people -- from artists to urban planners to Zen masters -- who describe how they found their own purposes. There are practical exercises throughout, along with charts, self-questionnaires, and other tools that help you understand yourself and your deepest aspirations. A;1
4164;9,78E+12;Naked Pictures of Famous People;164;h;Humor;http://books.google.com/books/content?id=Y3mpejO-RDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;1999;"In these nineteen whip-smart essays, Jon Stewart takes on politics, religion, and celebrity with a seethingly irreverent wit, a brilliantsense of timming, and a palate for the obsurd -- and these one-of-a-kind forays into his hilarious world will expose you to all its wickedly naked truths. He's the MTV generation's master of modern humor, a star of film, TV, and the comedy stage. This sultan of savvy serves up a whip-smart, utterly original collection of comic essays in Naked Pictures of Famous People. And as of January 11, 1999, you can enjoy the intelligence and self-deprecating charm he brings to contemporary comedy on Comedy Central's ""The Daily Show."" In his first book, he translates that unique talent to the page, with humorous forays into a vast array of subjects: fashion, urban life, fast cars, cocktail culture, modern Jewishness, politics, and dating. A seethingly irreverent wit, Stewart has a genius for language and brilliant timing that makes his up-to-the-minute collection";1
4165;9,78E+12;Phantoms in the Brain;352;h;Medical;http://books.google.com/books/content?id=TMnuNquN2RgC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;1999;Neuroscientist V.S. Ramachandran is internationally renowned for uncovering answers to the deep and quirky questions of human nature that few scientists have dared to address. His bold insights about the brain are matched only by the stunning simplicity of his experiments -- using such low-tech tools as cotton swabs, glasses of water and dime-store mirrors. In Phantoms in the Brain, Dr. Ramachandran recounts how his work with patients who have bizarre neurological disorders has shed new light on the deep architecture of the brain, and what these findings tell us about who we are, how we construct our body image, why we laugh or become depressed, why we may believe in God, how we make decisions, deceive ourselves and dream, perhaps even why we're so clever at philosophy, music and art. Some of his most notable cases: A woman paralyzed on the left side of her body who believes she is lifting a tray of drinks with both hands offers a unique opportunity to test Freud's theory of denial. A ;1
4166;9,78E+12;The Lost Tomb;384;s;Social Science;http://books.google.com/books/content?id=wbcRHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;1999;Kent Weeks made international headlines when, seventy feet below the surface of Egypt's Valley of the Kings he found the largest and most complicated mausoleum yet discovered, the tomb of Ramesses II's sons. Now for the first time, Weeks shares up-to-the-minute details on the thrilling discovery and contemplates what the tomb, called KV5, will reveal as the excavation moves forward. Built in the age of Exodus, the tomb could potentially transform ancient and biblical history. Its lower levels, possibly containing mummies of Ramesses II's sons, may shed new light on many of the mysteries of the Old Testament, including the story of Moses and the flight of the Israelites from Egypt. Weeks draws on his own diaries, as well as those of his wife and his foreman, to describe the excitement and risks that surround such a significant find. From floodwaters that threatened the opened tomb and the precarious craw spaces deep within it, to thieving tourists and scorpions, this adventure is not fo;1
4167;9,78E+12;Cloudy With a Chance of Meatballs;32;h;Juvenile Fiction;http://books.google.com/books/content?id=fQU6UrNfe4MC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_G;1982;The beloved, bestselling tale of edible weather is brought to life! If food dropped like rain from the sky, wouldn't it be marvelous! Or would it? It could, after all, be messy. And you'd have no choice. What if you didn't like what fell? Or what if too much came? Have you ever thought of what it might be like to be squashed flat by a pancake?;1
4168;9,78E+12;The Bears on Hemlock Mountain;64;s;Juvenile Fiction;http://books.google.com/books/content?id=2gt4hQwGJOcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_E;1992;"An eight-year-old boy who is frightened of traveling over Hemlock Mountain overcomes his fear by taking the trip while chanting, ""There are no bears on Hemlock Mountain,"" in a suspenseful tale. Reissue.";1
4169;9,78E+12;The Fourth of July Story;32;s;Juvenile Nonfiction;http://books.google.com/books/content?id=_gaVAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;1995;Two-time Newbery Honor author Alice Dalgliesh makes history come alive in this accessible story of America's birthday. Full color.;1
4170;9,78E+12;My Name Is Maria Isabel;64;h;Juvenile Fiction;http://books.google.com/books/content?id=HntuDZ95FnwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_A;1995;"Third grader Marâia Isabel, born in Puerto Rico and now living in the United States, wants badly to fit in at school, and the teacher's writing assignment ""My Greatest Wish"" gives her that opportunity.";1
4171;9,78E+12;Hitty Her First Hundred Years;256;h;Juvenile Fiction;http://books.google.com/books/content?id=tyLHV3_ov0kC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;1998;Hitty is a doll of great charm and character. It is indeed a privilege to publish her memoirs, which, besides being full of the most thrilling adventures on land and sea, also reveal her delightful personality. One glance at her portrait will show that she is no ordinary doll. Hitty, or Mehitable as she was really named, was made in the early 1800s for Phoebe Preble, a little girl from Maine. Young Phoebe was very proud of her beautiful doll and took her everywhere, even on a long sailing trip in a whaler. This is the story of Hitty's years with Phoebe, and the many that follow in the life of a well-loved doll.;1
4172;9,78E+12;A Child's Garden of Verses;67;s;Juvenile Fiction;http://books.google.com/books/content?id=luTZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;1999;Here is a delightful look at childhood, written by master poet and storyteller Robert Louis Stevenson. In this collection of sixty-six poems, Stevenson recalls the joys of his childhood, from sailing boats down a river, to waiting for the lamplighter, to sailing off to foreign lands in his imagination. Tasha Tudor's watercolor paintings evoke a simpler time in the past, and celebrate two of the things she loves most -- children and nature. Her talents are the perfect match for these inspiring poems, making this a handsome gift edition that will be cherished by families for generations.;1
4173;9,78E+12;Sad Underwear and Other Complications;80;h;Juvenile Nonfiction;http://books.google.com/books/content?id=e-sEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2000;Knock, knock. Who's there? Someone with sad underwear. Sad underwear? How can that be? When my best friend's mad at me, Everything is sad. Even my underwear. Only Judith Viorst, with the perfect pitch for the trials of childhood that has made her Alexander books modern classics, could create an ode to melancholy unmentionables. But the title poem is just one of the many pleasures in this collection, which bursts with wit and understanding -- and the occasional poignant note. Sure to delight readers of Shel Silverstein and Jack Prelutsky, as well as Viorst's own legions of fans, Sad Underwear is a perfect companion volume to her celebrated If I Were In Charge of the World.;1
4174;9,78E+12;Salt in His Shoes;32;h;Juvenile Nonfiction;http://books.google.com/books/content?id=hYzQwk3rU24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_J;2003;Young Michael Jordan, who is smaller than the other players, learns that determination and hard work are more important than size when playing the game of basketball.;1
4175;9,78E+12;Where Is Baby's Mommy?;14;h;Juvenile Nonfiction;;Publisher_F;2001;Is Mommy behind the chair? Is Mommy behind the plant? Join baby as he plays hide-and-seek with Mommy. The sturdy format and easy-to-lift flaps in this delightful interactive book are perfect for parents and children to share.;1
4176;9,78E+12;Poppy;163;h;Children's stories;http://books.google.com/books/content?id=8oSYPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;2005;Poppy is a colourful, memorable journey of courage and self-discovery for the child in us all.;1
4177;9,78E+12;Silver on the Tree;274;h;Juvenile Fiction;http://books.google.com/books/content?id=N5E_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;2000;The Dark is rising in its last and greatest bid to control the world. And Will Stanton -- last-born of the immortal Old Ones, dedicated to keeping the world free -- must join forces with this ageless master Merriman and Bran, the Welsh boy whose destiny ties him to the Light. Drawn in with them are the three Drew children, who are mortal, but have their own vital part in the story. These six fight fear and death in the darkly brooding Welsh hills, in a quest through time and space that touches the most ancient myths of the British Isles, and that brings Susan Cooper's masterful sequence of novels to a satysfying close.;1
4178;9,78E+12;The Tombs of Atuan;180;s;Fiction;http://books.google.com/books/content?id=Y8e_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_H;2001;The second novel in the renowned Earthsea series from Ursula K. LeGuin When young Tenar is chosen as high priestess to the ancient and nameless Powers of the Earth, everything is taken away -- home, family, possessions, even her name. For she is now Arha, the Eaten One, guardian of the ominous Tombs of Atuan. While she is learning her way through the dark labyrinth, a young wizard, Ged, comes to steal the Tombs' greatest hidden treasure, the Ring of Erreth-Akbe. But Ged also brings with him the light of magic, and together, he and Tenar escape from the darkness that has become her domain. With millions of copies sold, Ursula K. Le Guin's Earthsea Cycle has earned a treasured place on the shelves of fantasy lovers everywhere. Complex, innovative, and deeply moral, this quintessential fantasy sequence has been compared with the work of J.R.R. Tolkien and C.S. Lewis, and has helped make Le Guin one of the most distinguished fantasy and science fiction writers of all time.;1
4179;9,78E+12;Sagwa, The Chinese Siamese Cat;40;s;Juvenile Fiction;http://books.google.com/books/content?id=HBe-WlRiTZwC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;2001;Ming Miao tells her kittens about the antics of one of their ancestors, Sagwa of China, that produced the unusual markings they have had for thousands of years.;1
4180;9,78E+12;The Storm;80;s;Juvenile Fiction;http://books.google.com/books/content?id=u_ZPY9VBJA8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_F;2003;Pandora the cat becomes a lighthouse keeper and saves the life of Seabold the dog, and together the two of them create a family with three young mice rescued from the sea.;1
4181;9,78E+12;Voting Rights Days;75;s;Juvenile Fiction;http://books.google.com/books/content?id=ZjagAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2002;Set in 1916, Hitty's owner is the daughter of a suffragist and so is able to witness up-close the political struggles involved in getting women their right to vote. Reader's Guide available. Simultaneous.;1
